x,y,z
0.0025632926000000002,0.0030959248999999998,-0.0058256649999999998
0.0036285568000000001,0.0052264538000000001,-0.0079561939999999998
0.0057590860000000001,0.009487512,-0.011151987
0.0068243505000000005,0.015879098000000001,-0.014347780500000001
0.013215936999999999,0.023335948999999998,-0.012217252
0.024933845,0.032923330000000001,0.00056592169999999996
0.041978075999999996,0.043575972000000004,0.010153301999999999
0.064348630000000004,0.058489677000000004,0.019740681999999999
0.092045500000000002,0.074468640000000003,0.033589117000000002
0.10269815,0.086186550000000001,0.034654382999999997
0.12506869999999998,0.10536131,0.055959670000000003
0.15276556999999999,0.14051503000000001,0.094309190000000001
0.15596135999999999,0.16608138,0.087917599999999999
0.18898456999999999,0.20123511999999999,0.13159345
0.21774670000000002,0.2225404,0.16568190999999999
0.23585619999999999,0.22467092999999999,0.19977038
0.23052987,0.19803931,0.20190089999999999
0.18898456999999999,0.14690663000000001,0.16674717
0.14850453,0.093643404999999999,0.13159345
0.11548132400000001,0.052098088000000001,0.11028816
0.10163288599999999,0.033988595000000003,0.10815763
0.093110769999999995,0.029727534999999999,0.10070078
0.079262330000000006,0.029727534999999999,0.084721809999999995
0.065413890000000002,0.029727534999999999,0.06022073
0.048369664999999999,0.031858063999999998,0.034654382999999997
0.045173869999999998,0.038249650000000003,0.030393324999999999
0.040912810000000001,0.037184386999999999,0.028262797999999999
0.030260167999999997,0.026531742999999997,0.026132269
0.017476994999999999,0.013748568999999999,0.049568087000000004
0.0025632926000000002,-0.0011651330000000001,0.093243930000000003
-0.024068317999999998,-0.026731479999999998,0.122006066
-0.059222042999999995,-0.056558885000000003,0.120940804
-0.074135740000000006,-0.064015730000000007,0.122006066
-0.062417840000000002,-0.050167295999999993,0.12520186999999999
-0.049634665000000001,-0.037384122999999998,0.095374459999999994
-0.043243077000000005,-0.040579915000000001,0.034654382999999997
-0.033655699999999997,-0.051232560000000003,-0.021804629999999998
-0.0016977651999999998,-0.048036769999999999,-0.048436242999999997
0.03345596,-0.035253595999999998,-0.075067855000000003
0.057957042,-0.021405157000000001,-0.101699464
0.080327590000000004,-0.020339893000000001,-0.11341737
0.10269815,-0.036318857000000003,-0.10809104999999999
0.13998239999999998,-0.044840972999999999,-0.070806794000000006
0.16661401000000001,-0.036318857000000003,-0.027130953999999999
0.18472351000000001,-0.0075567196999999997,0.014414359
0.18365824,0.022270684999999998,0.050633350000000001
0.16874454999999999,0.048902295999999998,0.080460760000000006
0.16767928000000001,0.081925490000000004,0.1241366
0.16554875999999999,0.11494869000000001,0.16142085
0.16448349000000001,0.14158029999999999,0.18805246
0.13998239999999998,0.14264557,0.17953035000000001
0.10802447,0.11601395,0.15502927
0.086719185000000004,0.077664435000000004,0.13052817999999999
0.085653915999999997,0.045706502999999996,0.11028816
0.093110769999999995,0.014813834,0.079395489999999999
0.085653915999999997,-0.010752513,0.045307029999999998
0.089914980000000005,-0.010752513,0.038915440000000003
0.10802447,0.008422246999999999,0.042111232999999998
0.10589394000000001,0.035053857000000001,0.033589117000000002
0.10482867999999999,0.063815996,0.034654382999999997
0.10695921,0.087251809999999999,0.025067002999999997
0.12293817,0.10429604000000001,0.020805946000000002
0.11548132400000001,0.1117529,0.012283830000000001
0.12187291,0.11707922,0.010153301999999999
0.12506869999999998,0.10749183599999999,0.012283830000000001
0.10589394000000001,0.0787297,-0.0015646071
0.080327590000000004,0.043575972000000004,-0.012217252
0.064348630000000004,0.016944362000000001,-0.020739366999999998
0.063283359999999997,0.00096539589999999995,-0.022869896000000001
0.062218100000000005,0.0030959248999999998,-0.016478309999999999
0.061152834000000003,0.020140155999999999,-0.0079561939999999998
0.062218100000000005,0.044641238,0.0090880379999999997
0.057957042,0.069142319999999993,0.013349093999999999
0.063283359999999997,0.086186550000000001,0.033589117000000002
0.044108607000000001,0.084056019999999995,0.039980705999999998
0.014281201,0.065946530000000003,0.033589117000000002
0.019607523000000002,0.047837030000000003,0.037850175
0.019607523000000002,0.029727534999999999,0.039980705999999998
0.0089548790000000007,0.015879098000000001,0.037850175
0.015346466000000001,0.012683305000000001,0.034654382999999997
0.046239134000000001,0.019074890000000001,0.017610153
0.12080765,0.025466477000000001,-0.021804629999999998
0.28911942000000002,0.032923330000000001,-0.095307879999999998
0.6012419,0.052098088000000001,-0.070806794000000006
0.87821066000000003,0.058489677000000004,0.019740681999999999
0.88886330000000002,0.048902295999999998,-0.10702579
0.84199166000000003,0.0062917180000000008,-0.18265956999999999
0.81536006999999999,-0.020339893000000001,-0.16774586
0.80470740000000007,-0.022470422,-0.17307217
0.89099382999999999,-0.0096872490000000002,-0.082524699999999993
0.92508226999999998,-0.016078835,0.066612320000000003
0.74079156000000002,-0.057624145999999994,0.049568087000000004
0.56502289999999999,-0.090647350000000002,0.042111232999999998
0.44038697999999998,-0.092777869999999998,0.033589117000000002
0.36049214000000002,-0.062950469999999994,-0.026065689
0.35729634999999998,-0.017144098999999999,-0.053762562999999999
0.39564586000000002,0.018009627,-0.077198379999999997
0.47554070000000004,0.040380180000000002,-0.046305711999999999
0.45956174,0.041445444999999997,-0.027130953999999999
0.38179742999999999,0.041445444999999997,-0.058023619999999998
0.43612590000000001,0.076599169999999994,-0.049501505000000001
0.46808386000000002,0.12879713000000001,-0.048436242999999997
