x,y,z
0.036511577999999996,0.31947628,0.16938977
0.078559740000000003,0.16505027999999999,0.15696984999999999
0.033818099999999997,0.11971009000000001,0.057760115999999993
-0.023044191000000002,-0.010474632500000001,0.0032920274
0.080953949999999997,-0.25962122999999998,0.0062847793999999992
0.163105,-0.19602527,-0.0086789810000000005
0.13676877000000001,-0.23508066999999999,-0.0062847793999999992
0.095618430000000004,-0.29718030000000001,0.0028431145000000001
0.064793080000000003,-0.15038579999999999,-0.049829322999999995
-0.057909753000000001,0.024989480000000001,-0.16145898
-0.14754269,0.15292963000000001,-0.24809914999999999
-0.13422493999999999,-0.07796119,-0.15936404000000001
-0.10100538000000001,-0.22475569000000001,-0.15307926999999999
-0.10968435999999999,-0.13826515,-0.22655133999999999
-0.13272856,-0.0026934769000000001,-0.38232407000000002
-0.109534726,-0.067336924000000006,-0.40536826999999998
-0.024241292999999997,-0.27667993000000002,-0.23807344
0.052073889999999998,-0.46657005000000001,-0.077213004000000002
0.063446340000000004,-0.52253455000000004,0.0031423896999999996
0.014963761000000001,-0.36810850000000001,0.077512280000000003
-0.02873042,-0.26351184,0.064643439999999996
-0.029628245000000001,-0.11746552,0.053121349999999998
0.030974984000000001,-0.050278234999999998,0.059555770000000001
0.022894553999999998,-0.029478607999999996,0.054617724999999999
-0.058957215,0.0098760819999999996,-0.034566287000000001
-0.10489596400000001,0.042646717000000001,-0.090381115999999997
-0.117016606,-0.041150342999999999,-0.14604631000000001
-0.086490534000000008,-0.07796119,-0.12868834000000001
-0.088136554000000006,-0.11492168,-0.083497785000000005
-0.045938745000000003,-0.17732057000000001,-0.0049380409999999998
0.030526072000000001,-0.22101473999999999,0.073621704999999996
0.10115502,-0.13347675000000001,0.088435830000000007
0.10175357,-0.017208325,0.055216275000000002
0.056413379999999999,-0.0013467384,0.031723170000000002
0.019602526000000002,0.026934769000000001,-0.031573534
-0.0013467384,-0.057760115999999993,-0.079906480000000002
0.018106150000000001,-0.13482348999999999,-0.094271690000000005
0.011522096000000001,-0.14859015,-0.089333650000000001
-0.04249708,-0.18016367999999999,-0.11282676
-0.048482585999999994,-0.15188217000000001,-0.12015899999999999
-0.033518825000000002,-0.090231480000000003,-0.13138182000000001
0.0073322426000000003,-0.069132574000000002,-0.12404957400000001
-0.031423896999999999,-0.15577274999999999,-0.064793080000000003
-0.060004679999999998,-0.23253683999999999,-0.06793547400000001
-0.015861586,-0.28101942000000002,-0.045190557999999999
0.040851067999999997,-0.14410101,-0.054468087999999998
0.03546411,-0.13078327000000001,-0.0074818805000000004
0.038456865,-0.30092122999999998,0.12015899999999999
-0.072125320000000007,-0.22221184999999999,0.12360066
-0.099060096,-0.074369889999999994,0.06778584
-0.22490532999999999,-0.080505036000000002,-0.044891282999999997
-0.25947159999999997,-0.023792378999999999,-0.10579379
-0.21024084000000001,-0.058508302999999998,-0.111180745
-0.14440027999999999,-0.24316111000000001,-0.038756140000000001
-0.080355389999999999,-0.29658174999999998,0.056114104000000005
0.026785132000000003,-0.27398645999999999,0.13332711
0.069282209999999997,-0.18869301999999999,0.2033575
0.037559040000000002,-0.017208325,0.11791443
0.052971712999999997,0.10250176,0.064493805000000001
